place,time,pace,age,gender,location,state,divPlace,divTot
8702,117.53,11.753,30.0,F,New York NY,NY,1969.0,2228.0
1436,84.28,8.428000000000000,24.0,F,Washington DC,DC,190.0,974.0
3190,85.4,8.54,31.0,M,Columbia MD,MD,708.0,1490.0
7335,108.08,10.808,30.0,F,Baltimore MD,MD,1641.0,2228.0
5943,102.05,10.205,34.0,F,Ewing NJ,NJ,1322.0,2228.0
3681,94.07,9.407,57.0,F,Bethesda MD,MD,56.0,236.0
6066,102.6,10.26,31.0,F,Washington DC,DC,1341.0,2228.0
1003,72.02,7.202000000000000,60.0,M,Owings MD,MD,10.0,196.0
8318,114.42,11.442,37.0,F,Ridley Park PA,PA,1139.0,1367.0
3247,92.52,9.252,52.0,F,Centreville VA,VA,104.0,397.0
4723,97.55,9.755,45.0,F,Doylestown PA,PA,244.0,554.0
4136,90.25,9.025,63.0,M,Scottsdale AZ,AZ,73.0,196.0
1641,85.48,8.548,25.0,F,Fairfax VA,VA,532.0,2782.0
2294,80.27,8.027000000000000,29.0,M,Washington DC,DC,554.0,1457.0
46,63.58,6.358,26.0,F,Arlington VA,VA,23.0,2782.0
6790,114.85,11.485,46.0,M,Garner NC,NC,607.0,648.0
8340,114.63,11.463,30.0,F,Bowie MD,MD,1893.0,2228.0
4290,96.12,9.612,54.0,F,Arlington VA,VA,141.0,397.0
104,67.17,6.7170000000000000,27.0,F,Brooklyn NY,NY,45.0,2782.0
3002,91.5,9.15,30.0,F,Merrifield VA,VA,655.0,2228.0
1783,86.25,8.625,29.0,F,Glen Burnie MD,MD,571.0,2782.0
5442,100.13,10.013,34.0,F,New York NY,NY,1208.0,2228.0
3475,93.35,9.335,36.0,F,Arlington VA,VA,461.0,1367.0
3767,88.27,8.827,36.0,M,McLean VA,VA,585.0,1093.0
7,48.63,4.863,29.0,M,Minneapolis MN,MN,2.0,1457.0
8345,114.65,11.465,46.0,F,Washington DC,DC,465.0,554.0
6422,104.02,10.402,31.0,F,Washington DC,DC,1438.0,2228.0
8050,112.65,11.265,28.0,F,Washington DC,DC,2385.0,2782.0
2581,82.07,8.207,55.0,M,Midlothian VA,VA,95.0,375.0
4798,97.78,9.778,50.0,F,Manlius NY,NY,154.0,397.0
4647,93.15,9.315,29.0,M,Roaring Brook PA,PA,1008.0,1457.0
6305,103.57,10.357,30.0,F,Washington DC,DC,1413.0,2228.0
3893,94.82,9.482,39.0,F,Carlisle PA,PA,528.0,1367.0
9238,124.92,12.492,36.0,F,Washington DC,DC,1285.0,1367.0
2902,83.92,8.392000000000000,36.0,M,Fredericksburg VA,VA,432.0,1093.0
4606,92.88,9.288,40.0,M,Reston VA,VA,606.0,931.0
5336,97.42,9.742,34.0,M,Washington DC,DC,1144.0,1490.0
7820,110.98,11.098,54.0,F,Montoursville PA,PA,307.0,397.0
2489,89.3,8.93,29.0,F,Blacksburg VA,VA,782.0,2782.0
1015,81.28,8.128,35.0,F,Chevy Chase MD,MD,122.0,1367.0
5396,97.8,9.78,38.0,M,Washington DC,DC,827.0,1093.0
8981,120.57,12.057,35.0,F,Washington DC,DC,1245.0,1367.0
8045,112.6,11.26,19.0,F,Germantown MD,MD,72.0,83.0
5280,97.12,9.712,58.0,M,Saint Germain WI,WI,246.0,375.0
6338,106.82,10.682,32.0,M,Owings Mills MD,MD,1333.0,1490.0
2252,88.27,8.827,35.0,F,Washington DC,DC,280.0,1367.0
8543,116.13,11.613,52.0,F,Hamburg NY,NY,345.0,397.0
1940,87.0,8.7,25.0,F,Arlington VA,VA,621.0,2782.0
8729,117.77,11.777,39.0,F,Washington DC,DC,1204.0,1367.0
5055,98.72,9.872,35.0,F,Washington DC,DC,672.0,1367.0
4972,95.07,9.507,40.0,M,Bristow VA,VA,649.0,931.0
983,81.03,8.103,35.0,F,Alexandria VA,VA,117.0,1367.0
3739,94.27,9.427,52.0,F,Silver Spring MD,MD,123.0,397.0
4958,98.37,9.837,22.0,F,Great Falls VA,VA,604.0,974.0
1622,76.48,7.648,29.0,M,Washington DC,DC,390.0,1457.0
8235,113.98,11.398,39.0,F,Sterling VA,VA,1130.0,1367.0
3993,89.45,8.945,66.0,M,Rockville MD,MD,19.0,79.0
6040,103.25,10.325,52.0,M,Vienna VA,VA,395.0,483.0
6080,103.62,10.362,28.0,M,Alexandria VA,VA,1273.0,1457.0
8935,120.13,12.013,29.0,F,Arlington VA,VA,2616.0,2782.0
4156,95.77,9.577,53.0,F,Potomac MD,MD,136.0,397.0
1572,85.12,8.512,26.0,F,New York NY,NY,504.0,2782.0
1786,86.27,8.627,26.0,F,Washington DC,DC,572.0,2782.0
4151,95.75,9.575,30.0,F,Washington DC,DC,914.0,2228.0
2526,81.78,8.178000000000000,58.0,M,Durham NC,NC,90.0,375.0
6204,103.1,10.31,28.0,F,Alexandria VA,VA,1896.0,2782.0
498,76.22,7.622000000000000,25.0,F,Washington DC,DC,168.0,2782.0
3679,94.07,9.407,52.0,F,Potomac MD,MD,120.0,397.0
4050,95.37,9.537,26.0,F,Arlington VA,VA,1245.0,2782.0
320,73.72,7.372000000000000,39.0,F,Washington DC,DC,34.0,1367.0
3278,85.82,8.582,35.0,M,Washington DC,DC,494.0,1093.0
6206,105.12,10.512,32.0,M,Falls Church VA,VA,1311.0,1490.0
2488,81.55,8.155,22.0,M,Baltimore MD,MD,143.0,347.0
1227,82.82,8.282,51.0,F,Lake Forest IL,IL,39.0,397.0
5574,99.23,9.923,39.0,M,Ashburn VA,VA,854.0,1093.0
5707,101.1,10.11,38.0,F,Alexandria VA,VA,769.0,1367.0
986,71.9,7.19,25.0,M,Arlington VA,VA,233.0,1457.0
5619,100.82,10.082,32.0,F,Reston VA,VA,1248.0,2228.0
2098,87.68,8.768000000000000,26.0,F,Ardmore PA,PA,672.0,2782.0
2475,81.43,8.143000000000000,48.0,M,Arlington VA,VA,218.0,648.0
8497,115.72,11.572,27.0,F,Arlington VA,VA,2510.0,2782.0
1446,75.45,7.545,29.0,M,Solomons MD,MD,339.0,1457.0
8378,114.98,11.498,47.0,F,Allentown NJ,NJ,470.0,554.0
3620,93.87,9.387,34.0,F,Bethesda MD,MD,784.0,2228.0
3373,93.0,9.3,27.0,F,Bethesda MD,MD,1052.0,2782.0
3343,86.15,8.615,23.0,M,Washington DC,DC,181.0,347.0
1732,77.18,7.718,41.0,M,Arlington VA,VA,213.0,931.0
614,68.27,6.827000000000000,26.0,M,Washington DC,DC,159.0,1457.0
5290,99.58,9.958,29.0,F,Washington DC,DC,1632.0,2782.0
3397,86.45,8.645,34.0,M,Washington DC,DC,751.0,1490.0
6483,104.23,10.423,28.0,F,Bethesda MD,MD,1971.0,2782.0
3766,94.37,9.437,26.0,F,Washington DC,DC,1156.0,2782.0
2660,82.58,8.258,37.0,M,Kensington MD,MD,386.0,1093.0
5396,100.0,10.0,33.0,F,Washington DC,DC,1201.0,2228.0
8706,117.55,11.755,23.0,F,Fort Washington MD,MD,921.0,974.0
8410,115.13,11.513,31.0,F,Glen Head NY,NY,1903.0,2228.0
7635,109.87,10.987,44.0,F,Potomac MD,MD,746.0,974.0
5760,101.32,10.132,23.0,F,Washington DC,DC,691.0,974.0
3911,89.02,8.902000000000000,34.0,M,Cuyahoga Falls OH,OH,858.0,1490.0
2873,83.75,8.375,39.0,M,Annapolis MD,MD,424.0,1093.0
5762,100.67,10.067,55.0,M,Derwood MD,MD,277.0,375.0
6906,106.08,10.608,39.0,F,Rockville MD,MD,937.0,1367.0
4425,96.63,9.663,29.0,F,Washington DC,DC,1377.0,2782.0
4611,97.25,9.725,28.0,F,Alexandria VA,VA,1430.0,2782.0
9626,136.42,13.642,29.0,F,Poolesville MD,MD,2766.0,2782.0
3506,93.48,9.348,47.0,F,Columbia MD,MD,181.0,554.0
3175,85.35,8.535,31.0,M,Washington DC,DC,704.0,1490.0
2296,80.27,8.027000000000000,45.0,M,Leesburg VA,VA,203.0,648.0
6249,103.32,10.332,24.0,F,Arlington VA,VA,731.0,974.0
8901,119.68,11.968,24.0,F,New York NY,NY,936.0,974.0
4771,97.7,9.77,25.0,F,New York NY,NY,1487.0,2782.0
5954,102.12,10.212,30.0,F,Oakton VA,VA,1323.0,2228.0
3459,93.28,9.328,31.0,F,Gaitherssburg MD,MD,753.0,2228.0
6850,105.83,10.583,42.0,F,Sandston VA,VA,667.0,974.0
913,80.45,8.045,43.0,F,Washington DC,DC,80.0,974.0
2392,80.9,8.09,29.0,M,Alexandria VA,VA,574.0,1457.0
34,54.0,5.4,24.0,M,Hagerstown MD,MD,7.0,347.0
8344,114.65,11.465,49.0,F,Atlanta GA,GA,464.0,554.0
6949,106.28,10.628,31.0,F,Washington DC,DC,1554.0,2228.0
171,60.98,6.098,29.0,M,Ellicott City MD,MD,56.0,1457.0
1393,84.03,8.403000000000000,37.0,F,Iowa City IA,IA,172.0,1367.0
5841,101.63,10.163,21.0,F,Washington DC,DC,695.0,974.0
7952,111.92,11.192,35.0,F,Ontario CA,CA,1082.0,1367.0
1994,78.57,7.857,40.0,M,Chevy Chase MD,MD,247.0,931.0
8888,119.55,11.955,32.0,F,East Rockaway NY,NY,2012.0,2228.0
7051,106.8,10.68,52.0,F,Rockville MD,MD,255.0,397.0
4305,96.17,9.617,51.0,F,Belleharbor NY,NY,143.0,397.0
2894,91.03,9.103,24.0,F,Arlington VA,VA,374.0,974.0
7285,107.87,10.787,27.0,F,Fairfax VA,VA,2206.0,2782.0
531,76.58,7.658000000000000,24.0,F,Bethesda MD,MD,76.0,974.0
2918,84.0,8.4,30.0,M,Dallas TX,TX,646.0,1490.0
4036,95.32,9.532,27.0,F,Annapolis MD,MD,1242.0,2782.0
8382,115.0,11.5,35.0,F,Arlington VA,VA,1149.0,1367.0
5783,100.85,10.085,62.0,M,Eldersburg MD,MD,131.0,196.0
8387,115.05,11.505,30.0,F,Silver Spring MD,MD,1898.0,2228.0
1854,77.83,7.783000000000000,42.0,M,Baltimore MD,MD,229.0,931.0
4175,90.5,9.05,42.0,M,Ft Washington MD,MD,541.0,931.0
6662,111.95,11.195,38.0,M,Jenkintown PA,PA,1014.0,1093.0
5499,100.35,10.035,23.0,F,Eldersburg MD,MD,657.0,974.0
1741,77.23,7.723,26.0,M,Alexandria VA,VA,420.0,1457.0
3818,88.58,8.858000000000000,26.0,M,Arlington VA,VA,840.0,1457.0
115,67.67,6.767,22.0,F,Great Falls VA,VA,18.0,974.0
4436,96.68,9.668,27.0,F,Philadelphia PA,PA,1380.0,2782.0
2057,78.95,7.895,52.0,M,Crofton MD,MD,121.0,483.0
1458,75.52,7.552,31.0,M,Washington DC,DC,352.0,1490.0
3293,85.87,8.587,32.0,M,Bethesda DC,DC,728.0,1490.0
2314,88.55,8.855,27.0,F,Washington DC,DC,734.0,2782.0
6019,103.07,10.307,32.0,M,Ellicott City MD,MD,1279.0,1490.0
4464,96.8,9.68,37.0,F,Washington DC,DC,593.0,1367.0
2650,82.52,8.252,33.0,M,Washington DC,DC,589.0,1490.0
806,79.53,7.9530000000000000,23.0,F,Washington DC,DC,112.0,974.0
5719,101.15,10.115,54.0,F,Westfield NJ,NJ,187.0,397.0
8837,118.93,11.893,37.0,F,Washington DC,DC,1220.0,1367.0
6482,104.23,10.423,26.0,F,Fairfax VA,VA,1970.0,2782.0
2680,90.15,9.015,32.0,F,Washington DC,DC,595.0,2228.0
7322,108.03,10.803,29.0,F,Miami FL,FL,2215.0,2782.0
6833,105.73,10.573,35.0,F,Fairfax VA,VA,926.0,1367.0
6539,104.47,10.447,35.0,F,Washington DC,DC,882.0,1367.0
5512,100.42,10.042,37.0,F,Brooklyn NY,NY,741.0,1367.0
6477,104.22,10.422,30.0,F,Washington DC,DC,1451.0,2228.0
2542,81.85,8.185,41.0,M,Washington DC,DC,326.0,931.0
6630,111.45,11.145,57.0,M,Bethesda MD,MD,329.0,375.0
2699,82.83,8.283,43.0,M,Rockville MD,MD,348.0,931.0
5410,100.05,10.005,26.0,F,Bethesda MD,MD,1671.0,2782.0
2697,82.8,8.28,34.0,M,Washington DC,DC,602.0,1490.0
2936,84.2,8.42,54.0,M,Manasquan NJ,NJ,186.0,483.0
11,50.93,5.093,32.0,M,Bridgeport WV,WV,3.0,1490.0
6324,106.7,10.67,27.0,M,Washington DC,DC,1315.0,1457.0
3676,94.03,9.403,30.0,F,Alexandria VA,VA,794.0,2228.0
8200,113.77,11.377,49.0,F,Silver Spring MD,MD,456.0,554.0
7073,127.22,12.722,35.0,M,Washington DC,DC,1073.0,1093.0
7056,125.62,12.562,58.0,M,Annapolis MD,MD,366.0,375.0
1709,85.88,8.588,39.0,F,Fort Washington MD,MD,220.0,1367.0
7829,111.07,11.107,27.0,F,Manassas VA,VA,2339.0,2782.0
6941,106.23,10.623,52.0,F,Silver Spring MD,MD,248.0,397.0
3563,93.7,9.37,27.0,F,Washington DC,DC,1102.0,2782.0
3139,85.13,8.513,35.0,M,Sunnyside NY,NY,475.0,1093.0
8932,120.1,12.01,33.0,F,Washington DC,DC,2020.0,2228.0
5824,101.57,10.157,37.0,F,Princeton WV,WV,784.0,1367.0
2456,89.15,8.915,17.0,F,Vienna VA,VA,25.0,83.0
7648,109.93,10.993,49.0,F,Dunkirk MD,MD,425.0,554.0
4318,91.28,9.128,39.0,M,Arlington VA,VA,669.0,1093.0
6031,103.18,10.318,54.0,M,Reisterstown MD,MD,394.0,483.0
3579,87.37,8.737,47.0,M,Arlington VA,VA,313.0,648.0
3634,93.92,9.392,25.0,F,Washington DC,DC,1120.0,2782.0
3607,87.52,8.752,34.0,M,North Bethesda MD,MD,794.0,1490.0
6839,105.77,10.577,33.0,F,Lexington Park MD,MD,1524.0,2228.0
6670,104.97,10.497,57.0,F,Emmaus PA,PA,127.0,236.0
4273,91.02,9.102,40.0,M,Washington DC,DC,559.0,931.0
2974,84.42,8.442,32.0,M,Alexandria VA,VA,657.0,1490.0
2462,89.18,8.918,30.0,F,Washington DC,DC,546.0,2228.0
6877,105.97,10.597,34.0,F,Washington DC,DC,1532.0,2228.0
1521,75.85,7.585,50.0,M,McLean VA,VA,79.0,483.0
6832,115.75,11.575,51.0,M,Ashburn VA,VA,469.0,483.0
352,64.82,6.482,16.0,M,Manssas VA,VA,8.0,66.0
9501,131.1,13.11,25.0,F,Fulton MD,MD,2742.0,2782.0
1244,73.88,7.388,39.0,M,Potomac Falls VA,VA,186.0,1093.0
1579,85.17,8.517000000000000,28.0,F,Virginia Beach VA,VA,507.0,2782.0
1672,85.63,8.563000000000000,38.0,F,Gardners PA,PA,211.0,1367.0
5594,100.73,10.073,59.0,F,Leesburg VA,VA,94.0,236.0
8670,117.33,11.733,31.0,F,Urbana MD,MD,1962.0,2228.0
1764,86.15,8.615,32.0,F,Arlington VA,VA,390.0,2228.0
4750,97.65,9.765,29.0,F,Alexandria VA,VA,1481.0,2782.0
6486,108.82,10.882,26.0,M,South Riding VA,VA,1343.0,1457.0
1570,76.08,7.608,45.0,M,Dale City VA,VA,131.0,648.0
6830,115.75,11.575,39.0,M,Annapolis MD,MD,1037.0,1093.0
8973,120.45,12.045,37.0,F,Mars PA,PA,1243.0,1367.0
3426,86.57,8.657,24.0,M,"Washington, D.C. DC",DC,183.0,347.0
7047,124.92,12.492,65.0,M,Washington DC,DC,69.0,79.0
5291,97.15,9.715,45.0,M,Potomac MD,MD,461.0,648.0
1275,83.17,8.317,49.0,F,Washington DC,DC,61.0,554.0
8851,119.05,11.905,51.0,F,York PA,PA,358.0,397.0
7838,111.12,11.112,34.0,F,Alexandria VA,VA,1761.0,2228.0
6376,107.35,10.735,46.0,M,Washington DC,DC,569.0,648.0
2998,84.5,8.45,25.0,M,Chevy Chase MD,MD,678.0,1457.0
5903,101.95,10.195,32.0,M,Odenton MD,MD,1257.0,1490.0
5693,101.05,10.105,45.0,F,Bradenton FL,FL,308.0,554.0
7865,111.27,11.127,31.0,F,Washington DC,DC,1766.0,2228.0
6223,105.4,10.54,41.0,M,Bethesda MD,MD,806.0,931.0
3461,86.8,8.68,30.0,M,Washington DC,DC,763.0,1490.0
1635,85.47,8.547,27.0,F,Washington DC,DC,530.0,2782.0
7466,108.78,10.878,24.0,F,Baltimore ME,ME,812.0,974.0
2324,88.58,8.858000000000000,25.0,F,Bethesda MD,MD,737.0,2782.0
4237,90.8,9.08,32.0,M,Arlington VA,VA,917.0,1490.0
5846,101.37,10.137,29.0,M,Alexandria VA,VA,1229.0,1457.0
3835,94.63,9.463,28.0,F,West Chester PA,PA,1175.0,2782.0
2746,83.05,8.305,33.0,M,Washington DC,DC,610.0,1490.0
2297,80.28,8.028000000000000,19.0,M,Great Falls VA,VA,30.0,66.0
5138,96.17,9.617,70.0,M,Derwood MD,MD,6.0,21.0
163,60.8,6.08,50.0,M,Virginia Beach VA,VA,8.0,483.0
579,77.13,7.713000000000000,28.0,F,Oak Hill VA,VA,200.0,2782.0
1770,86.17,8.617,35.0,F,New York NY,NY,226.0,1367.0
1532,84.83,8.483000000000000,27.0,F,Lorton VA,VA,494.0,2782.0
1553,85.0,8.5,30.0,F,Arlington VA,VA,346.0,2228.0
135,68.78,6.878000000000000,40.0,F,Ellicott City MD,MD,10.0,974.0
3191,85.4,8.54,22.0,M,Baltimore MD,MD,174.0,347.0
9349,127.42,12.742,27.0,F,Alexandria VA,VA,2707.0,2782.0
895,71.07,7.107,37.0,M,Chevy Chase MD,MD,119.0,1093.0
6685,112.38,11.238,69.0,M,Toms River NJ,NJ,58.0,79.0
1107,81.98,8.198,30.0,F,Springfield VA,VA,242.0,2228.0
4748,97.65,9.765,61.0,F,Washington DC,DC,21.0,93.0
7190,107.47,10.747,34.0,F,Bethesda MD,MD,1605.0,2228.0
5281,99.57,9.957,42.0,F,Haymarket VA,VA,505.0,974.0
3660,93.98,9.398,32.0,F,Washington DC,DC,792.0,2228.0
5315,99.68,9.968,25.0,F,Washington DC,DC,1638.0,2782.0
7142,107.28,10.728,35.0,F,Bowie MD,MD,969.0,1367.0
4263,96.05,9.605,28.0,F,Washington DC,DC,1311.0,2782.0
2397,88.88,8.888,36.0,F,Arlington VA,VA,306.0,1367.0
3315,86.0,8.6,46.0,M,Falls Church VA,VA,290.0,648.0
1749,77.28,7.728,31.0,M,Falls Church VA,VA,400.0,1490.0
3408,93.15,9.315,23.0,F,Rockville MD,MD,450.0,974.0
8032,112.48,11.248,41.0,F,Fulton MD,MD,788.0,974.0
2193,88.03,8.803000000000000,55.0,F,Hockessin DE,DE,29.0,236.0
8596,116.63,11.663,32.0,F,Washington DC,DC,1947.0,2228.0
2531,89.47,8.947000000000000,63.0,F,Haymarket VA,VA,11.0,93.0
253,63.02,6.3020000000000000,36.0,M,Washington DC,DC,29.0,1093.0
5255,96.97,9.697,23.0,M,Perkiomenville PA,PA,274.0,347.0
3537,87.12,8.712,32.0,M,College Park MD,MD,780.0,1490.0
2223,88.15,8.815,29.0,F,Washington DC,DC,704.0,2782.0
940,71.47,7.147,30.0,M,Little Silver NJ,NJ,239.0,1490.0
1221,73.72,7.372000000000000,44.0,M,Alexandria VA,VA,132.0,931.0
6065,103.45,10.345,44.0,M,Centreville VA,VA,778.0,931.0
5688,101.05,10.105,30.0,F,Philadelphia PA,PA,1265.0,2228.0
3322,92.77,9.277,41.0,F,Washington DC,DC,309.0,974.0
5217,99.32,9.932,26.0,F,Falls Church VA,VA,1614.0,2782.0
4290,91.08,9.108,31.0,M,McLean VA,VA,927.0,1490.0
7268,107.8,10.78,32.0,F,Washington DC,DC,1623.0,2228.0
1916,86.88,8.688000000000000,31.0,F,New York NY,NY,426.0,2228.0
3753,88.18,8.818,24.0,M,New York NY,NY,199.0,347.0
5640,100.87,10.087,25.0,F,Washington DC,DC,1738.0,2782.0
8266,114.15,11.415,27.0,F,Arlington VA,VA,2441.0,2782.0
8147,113.28,11.328,27.0,F,Alexandria VA,VA,2411.0,2782.0
5045,95.62,9.562,29.0,M,New York NY,NY,1085.0,1457.0
5626,100.82,10.082,25.0,F,Washington DC,DC,1735.0,2782.0
6295,103.53,10.353,31.0,F,Newark DE,DE,1410.0,2228.0
8988,120.67,12.067,40.0,F,Alexandria VA,VA,891.0,974.0
1258,83.08,8.308,30.0,F,Washington DC,DC,280.0,2228.0
263,72.78,7.278,26.0,F,Fairfax VA,VA,97.0,2782.0
7277,107.83,10.783,21.0,F,Washington DC,DC,799.0,974.0
4373,96.4,9.64,27.0,F,Washington DC,DC,1359.0,2782.0
1910,78.15,7.815,31.0,M,Woodbridge VA,VA,429.0,1490.0
5008,98.52,9.852,38.0,F,Solomons MD,MD,666.0,1367.0
1797,77.53,7.753000000000000,34.0,M,Vienna VA,VA,407.0,1490.0
5993,102.85,10.285,26.0,M,Arlington VA,VA,1257.0,1457.0
979,71.85,7.185,27.0,M,Washington DC,DC,232.0,1457.0
8111,113.02,11.302,35.0,F,Washington DC,DC,1102.0,1367.0
1366,74.88,7.488000000000000,35.0,M,Washington DC,DC,207.0,1093.0
4153,90.4,9.04,30.0,M,Washington DC,DC,906.0,1490.0
211,71.27,7.127000000000000,20.0,F,Reisterstown MD,MD,30.0,974.0
637,77.85,7.785,28.0,F,Falls Church VA,VA,215.0,2782.0
7169,107.38,10.738,24.0,F,Washington DC,DC,789.0,974.0
5945,102.05,10.205,37.0,F,Arlington VA,VA,805.0,1367.0
3489,93.4,9.34,27.0,F,Arlington VA,VA,1085.0,2782.0
1264,83.1,8.31,31.0,F,Baltimore MD,MD,283.0,2228.0
8286,114.23,11.423,35.0,F,Nokesville VA,VA,1136.0,1367.0
3233,92.48,9.248,41.0,F,Washington DC,DC,302.0,974.0
8159,113.38,11.338,40.0,F,Sterling VA,VA,803.0,974.0
1654,76.63,7.6630000000000000,45.0,M,Annandale VA,VA,143.0,648.0
5338,99.8,9.98,21.0,F,San Diego CA,CA,639.0,974.0
1699,85.82,8.582,30.0,F,Cleveland OH,OH,378.0,2228.0
3311,85.97,8.597000000000000,30.0,M,Washington DC,DC,730.0,1490.0
808,79.55,7.955,25.0,F,Washington DC,DC,266.0,2782.0
7048,125.0,12.5,55.0,M,Springfield VA,VA,364.0,375.0
1529,75.87,7.5870000000000000,37.0,M,Costa Mesa CA,CA,228.0,1093.0
4922,94.83,9.483,27.0,M,Baltimore MD,MD,1059.0,1457.0
5748,100.58,10.058,35.0,M,Baltimore MD,MD,873.0,1093.0
110,59.05,5.905,32.0,M,Baltimore MD,MD,36.0,1490.0
3042,84.7,8.47,61.0,M,Kensington MD,MD,45.0,196.0
737,78.93,7.893,38.0,F,Chicago IL,IL,88.0,1367.0
7748,110.48,11.048,25.0,F,Arlington VA,VA,2320.0,2782.0
1715,77.07,7.707000000000000,24.0,M,Arlington VA,VA,105.0,347.0
6158,102.9,10.29,29.0,F,Germantown MD,MD,1879.0,2782.0
2010,87.33,8.733000000000000,43.0,F,Fort Worth TX,TX,194.0,974.0
2331,88.62,8.862,22.0,F,Washington DC,DC,294.0,974.0
1127,82.12,8.212,18.0,F,Fairfax VA,VA,9.0,83.0
7135,132.55,13.255,37.0,M,Arlington VA,VA,1085.0,1093.0
2491,89.3,8.93,47.0,F,Herndon VA,VA,127.0,554.0
1792,77.5,7.75,22.0,M,Arlington VA,VA,108.0,347.0
8335,114.57,11.457,35.0,F,Warrenton VA,VA,1142.0,1367.0
9128,122.77,12.277,32.0,F,Chevy Chase MD,MD,2071.0,2228.0
8310,114.33,11.433,28.0,F,Gaithersburg MD,MD,2456.0,2782.0
7744,110.48,11.048,37.0,F,Vienna VA,VA,1054.0,1367.0
4601,97.23,9.723,28.0,F,Vienna VA,VA,1424.0,2782.0
7651,109.95,10.995,34.0,F,Washington DC,DC,1715.0,2228.0
451,66.27,6.627000000000000,25.0,M,Washington DC,DC,121.0,1457.0
6170,102.97,10.297,35.0,F,Laurel MD,MD,835.0,1367.0
8355,114.7,11.47,26.0,F,Washington DC,DC,2468.0,2782.0
2761,83.15,8.315,25.0,M,Baltimore MD,MD,642.0,1457.0
2209,79.78,7.978,43.0,M,Washington DC,DC,276.0,931.0
5067,95.72,9.572,33.0,M,Burtonsville MD,MD,1086.0,1490.0
1277,83.17,8.317,26.0,F,Alexandria VA,VA,415.0,2782.0
1664,76.72,7.6720000000000000,52.0,M,Arlington VA,VA,91.0,483.0
3664,94.0,9.4,58.0,F,Johnson City NY,NY,55.0,236.0
4445,92.03,9.203,32.0,M,Washington DC,DC,962.0,1490.0
3705,87.92,8.792,43.0,M,Milwaukee WI,WI,474.0,931.0
3055,91.72,9.172,24.0,F,Arlington VA,VA,399.0,974.0
8774,118.25,11.825,57.0,F,Boyds MD,MD,195.0,236.0
3098,84.95,8.495,41.0,M,Chevy Chase MD,MD,401.0,931.0
2370,80.77,8.077,25.0,M,Arlington VA,VA,566.0,1457.0
1309,74.45,7.445,26.0,M,Washington DC,DC,310.0,1457.0
2019,87.38,8.738,29.0,F,Washington DC,DC,647.0,2782.0
2844,90.83,9.083,34.0,F,Cary NC,NC,628.0,2228.0
3515,87.02,8.702,29.0,M,Washington DC,DC,782.0,1457.0
3956,89.25,8.925,55.0,M,Arlington VA,VA,163.0,375.0
4394,96.53,9.653,26.0,F,Arlington VA,VA,1369.0,2782.0
4609,92.9,9.29,31.0,M,Brooklyn NY,NY,986.0,1490.0
2268,80.07,8.007,33.0,M,Washington DC,DC,496.0,1490.0
908,80.37,8.037,29.0,F,Arlington VA,VA,294.0,2782.0
2603,89.78,8.978,32.0,F,Washington DC,DC,576.0,2228.0
5025,95.48,9.548,48.0,M,Washington DC,DC,438.0,648.0
397,74.98,7.498000000000000,29.0,F,Arlington VA,VA,134.0,2782.0
4957,95.03,9.503,59.0,M,Salineville OH,OH,229.0,375.0
603,68.15,6.815,15.0,M,Bethesda MD,MD,13.0,66.0
6027,103.12,10.312,65.0,M,Burke VA,VA,43.0,79.0
4564,92.63,9.263,40.0,M,Bafb DC,DC,602.0,931.0
7214,107.6,10.76,54.0,F,Herndon VA,VA,269.0,397.0
6719,113.1,11.31,66.0,M,Silver Spring MD,MD,59.0,79.0
6018,103.03,10.303,27.0,M,Washington DC,DC,1260.0,1457.0
1428,75.32,7.532,26.0,M,Arlington VA,VA,334.0,1457.0
6677,105.0,10.5,38.0,F,New York NY,NY,902.0,1367.0
817,79.63,7.963000000000000,22.0,F,Rockville MD,MD,114.0,974.0
97,66.9,6.69,29.0,F,New York NY,NY,43.0,2782.0
3667,87.77,8.777000000000000,32.0,M,Germantown MD,MD,810.0,1490.0
754,69.72,6.972,33.0,M,San Francisco CA,CA,203.0,1490.0
651,77.98,7.798000000000000,26.0,F,Fallston MD,MD,219.0,2782.0
3308,92.73,9.273,31.0,F,Norway,Norway,710.0,2228.0
6350,107.02,10.702,27.0,M,Herndon VA,VA,1318.0,1457.0
3910,94.88,9.488,40.0,F,Arlington VA,VA,365.0,974.0
853,70.67,7.067,35.0,M,Washington DC,DC,116.0,1093.0
4856,94.47,9.447,51.0,M,Scarsdale NY,NY,320.0,483.0
5077,98.78,9.878,45.0,F,Sterling VA,VA,264.0,554.0
1909,78.15,7.815,60.0,M,Virginia Beach VA,VA,23.0,196.0
3317,86.02,8.602,45.0,M,Woodbridge VA,VA,291.0,648.0
7163,107.37,10.737,24.0,F,Centreville VA,VA,788.0,974.0
2885,91.0,9.1,27.0,F,Portland OR,OR,909.0,2782.0
585,77.23,7.723,25.0,F,Washington DC,DC,201.0,2782.0
1941,78.28,7.8280000000000000,47.0,M,Washington DC,DC,167.0,648.0
5260,99.45,9.945,27.0,F,Washington DC,DC,1624.0,2782.0
1314,83.45,8.345,22.0,F,Washington DC,DC,170.0,974.0
5866,101.73,10.173,38.0,F,Washington DC,DC,786.0,1367.0
1277,74.17,7.417000000000000,26.0,M,Washington DC,DC,305.0,1457.0
7612,109.68,10.968,39.0,F,Springfield VA,VA,1035.0,1367.0
